GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BE2001
"G1301270","1930","Georgia","130","Glynn","1270","Glynn",282.7
"G1301290","1930","Georgia","130","Gordon","1290","Gordon",71.4
"G1301310","1930","Georgia","130","Grady","1310","Grady",107.4
"G1301330","1930","Georgia","130","Greene","1330","Greene",92.1
"G1301350","1930","Georgia","130","Gwinnett","1350","Gwinnett",59.2
"G1301370","1930","Georgia","130","Habersham","1370","Habersham",85.7
"G1301390","1930","Georgia","130","Hall","1390","Hall",72.5
"G1301410","1930","Georgia","130","Hancock","1410","Hancock",83.6
"G1301430","1930","Georgia","130","Haralson","1430","Haralson",76.3
"G1301450","1930","Georgia","130","Harris","1450","Harris",114.8
"G1301470","1930","Georgia","130","Hart","1470","Hart",52.0
"G1301490","1930","Georgia","130","Heard","1490","Heard",73.8
"G1301510","1930","Georgia","130","Henry","1510","Henry",63.6
"G1301530","1930","Georgia","130","Houston","1530","Houston",129.7
"G1301550","1930","Georgia","130","Irwin","1550","Irwin",120.0
"G1301570","1930","Georgia","130","Jackson","1570","Jackson",57.5
"G1301590","1930","Georgia","130","Jasper","1590","Jasper",116.2
"G1301610","1930","Georgia","130","Jeff Davis","1610","Jeff Davis",105.8
"G1301630","1930","Georgia","130","Jefferson","1630","Jefferson",90.8
"G1301650","1930","Georgia","130","Jenkins","1650","Jenkins",76.9
"G1301670","1930","Georgia","130","Johnson","1670","Johnson",68.1
"G1301690","1930","Georgia","130","Jones","1690","Jones",167.5
"G1301710","1930","Georgia","130","Lamar","1710","Lamar",94.6
"G1301730","1930","Georgia","130","Lanier","1730","Lanier",141.7
"G1301750","1930","Georgia","130","Laurens","1750","Laurens",81.5
"G1301770","1930","Georgia","130","Lee","1770","Lee",122.1
"G1301790","1930","Georgia","130","Liberty","1790","Liberty",118.1
"G1301810","1930","Georgia","130","Lincoln","1810","Lincoln",62.2
"G1301830","1930","Georgia","130","Long","1830","Long",122.3
"G1301850","1930","Georgia","130","Lowndes","1850","Lowndes",106.6
"G1301870","1930","Georgia","130","Lumpkin","1870","Lumpkin",91.0
"G1301890","1930","Georgia","130","McDuffie","1890","Mcduffie",75.4
"G1301910","1930","Georgia","130","McIntosh","1910","Mcintosh",131.8
"G1301930","1930","Georgia","130","Macon","1930","Macon",116.7
"G1301950","1930","Georgia","130","Madison","1950","Madison",53.0
"G1301970","1930","Georgia","130","Marion","1970","Marion",137.0
"G1301990","1930","Georgia","130","Meriwether","1990","Meriwether",94.4
"G1302010","1930","Georgia","130","Miller","2010","Miller",72.6
"G1302015","1930","Georgia","130","Milton","2015","Milton",53.1
"G1302050","1930","Georgia","130","Mitchell","2050","Mitchell",77.7
"G1302070","1930","Georgia","130","Monroe","2070","Monroe",123.0
"G1302090","1930","Georgia","130","Montgomery","2090","Montgomery",70.1
"G1302110","1930","Georgia","130","Morgan","2110","Morgan",75.4
"G1302130","1930","Georgia","130","Murray","2130","Murray",80.5
"G1302150","1930","Georgia","130","Muscogee","2150","Muscogee",99.6
"G1302170","1930","Georgia","130","Newton","2170","Newton",71.5
"G1302190","1930","Georgia","130","Oconee","2190","Oconee",68.4
"G1302210","1930","Georgia","130","Oglethorpe","2210","Oglethorpe",85.6
"G1302230","1930","Georgia","130","Paulding","2230","Paulding",63.2
"G1302250","1930","Georgia","130","Peach","2250","Peach",100.6
"G1302270","1930","Georgia","130","Pickens","2270","Pickens",93.8
"G1302290","1930","Georgia","130","Pierce","2290","Pierce",102.7
"G1302310","1930","Georgia","130","Pike","2310","Pike",70.1
"G1302330","1930","Georgia","130","Polk","2330","Polk",65.0
"G1302350","1930","Georgia","130","Pulaski","2350","Pulaski",106.4
"G1302370","1930","Georgia","130","Putnam","2370","Putnam",119.5
"G1302390","1930","Georgia","130","Quitman","2390","Quitman",139.6
"G1302410","1930","Georgia","130","Rabun","2410","Rabun",66.5
"G1302430","1930","Georgia","130","Randolph","2430","Randolph",82.2
"G1302450","1930","Georgia","130","Richmond","2450","Richmond",100.8
"G1302470","1930","Georgia","130","Rockdale","2470","Rockdale",67.2
"G1302490","1930","Georgia","130","Schley","2490","Schley",105.9
"G1302510","1930","Georgia","130","Screven","2510","Screven",85.1
"G1302530","1930","Georgia","130","Seminole","2530","Seminole",154.2
"G1302550","1930","Georgia","130","Spalding","2550","Spalding",90.6
"G1302570","1930","Georgia","130","Stephens","2570","Stephens",61.4
"G1302590","1930","Georgia","130","Stewart","2590","Stewart",166.9
"G1302610","1930","Georgia","130","Sumter","2610","Sumter",102.6
"G1302630","1930","Georgia","130","Talbot","2630","Talbot",129.8
"G1302650","1930","Georgia","130","Taliaferro","2650","Taliaferro",80.6
"G1302670","1930","Georgia","130","Tattnall","2670","Tattnall",92.6
"G1302690","1930","Georgia","130","Taylor","2690","Taylor",115.3
"G1302710","1930","Georgia","130","Telfair","2710","Telfair",101.2
"G1302730","1930","Georgia","130","Terrell","2730","Terrell",66.0
"G1302750","1930","Georgia","130","Thomas","2750","Thomas",112.2
"G1302770","1930","Georgia","130","Tift","2770","Tift",87.4
"G1302790","1930","Georgia","130","Toombs","2790","Toombs",81.9
"G1302810","1930","Georgia","130","Towns","2810","Towns",72.1
"G1302830","1930","Georgia","130","Treutlen","2830","Treutlen",84.7
"G1302850","1930","Georgia","130","Troup","2850","Troup",92.5
"G1302870","1930","Georgia","130","Turner","2870","Turner",87.9
"G1302890","1930","Georgia","130","Twiggs","2890","Twiggs",120.2
"G1302910","1930","Georgia","130","Union","2910","Union",90.0
"G1302930","1930","Georgia","130","Upson","2930","Upson",121.1
"G1302950","1930","Georgia","130","Walker","2950","Walker",76.8
"G1302970","1930","Georgia","130","Walton","2970","Walton",58.3
"G1302990","1930","Georgia","130","Ware","2990","Ware",215.4
"G1303010","1930","Georgia","130","Warren","3010","Warren",89.0
"G1303030","1930","Georgia","130","Washington","3030","Washington",75.2
"G1303050","1930","Georgia","130","Wayne","3050","Wayne",142.0
"G1303070","1930","Georgia","130","Webster","3070","Webster",96.6
"G1303090","1930","Georgia","130","Wheeler","3090","Wheeler",81.1
"G1303110","1930","Georgia","130","White","3110","White",91.4
"G1303130","1930","Georgia","130","Whitfield","3130","Whitfield",83.5
"G1303150","1930","Georgia","130","Wilcox","3150","Wilcox",87.5
"G1303170","1930","Georgia","130","Wilkes","3170","Wilkes",74.2
"G1303190","1930","Georgia","130","Wilkinson","3190","Wilkinson",130.9
"G1303210","1930","Georgia","130","Worth","3210","Worth",71.1
"G1550015","1930","Hawaii Territory","155","Hawaii","0015","Hawaii",535.5
"G1550035","1930","Hawaii Territory","155","Honolulu","0035","Honolulu",179.9
"G1550075","1930","Hawaii Territory","155","Kauai","0075","Kauai",540.8
"G1550095","1930","Hawaii Territory","155","Maui","0095","Maui",596.0
"G1600010","1930","Idaho","160","Ada","0010","Ada",77.0
"G1600030","1930","Idaho","160","Adams","0030","Adams",462.8
"G1600050","1930","Idaho","160","Bannock","0050","Bannock",306.4
"G1600070","1930","Idaho","160","Bear Lake","0070","Bear Lake",311.1
"G1600090","1930","Idaho","160","Benewah","0090","Benewah",235.5
"G1600110","1930","Idaho","160","Bingham","0110","Bingham",116.5
"G1600130","1930","Idaho","160","Blaine","0130","Blaine",416.1
"G1600150","1930","Idaho","160","Boise","0150","Boise",441.7
"G1600170","1930","Idaho","160","Bonner","0170","Bonner",154.2
"G1600190","1930","Idaho","160","Bonneville","0190","Bonneville",209.2
"G1600210","1930","Idaho","160","Boundary","0210","Boundary",183.2
"G1600230","1930","Idaho","160","Butte","0230","Butte",295.0
"G1600250","1930","Idaho","160","Camas","0250","Camas",606.3
"G1600270","1930","Idaho","160","Canyon","0270","Canyon",68.7
"G1600290","1930","Idaho","160","Caribou","0290","Caribou",629.4
"G1600310","1930","Idaho","160","Cassia","0310","Cassia",193.3
"G1600330","1930","Idaho","160","Clark","0330","Clark",1075.0
"G1600350","1930","Idaho","160","Clearwater","0350","Clearwater",188.3
"G1600370","1930","Idaho","160","Custer","0370","Custer",331.3
"G1600390","1930","Idaho","160","Elmore","0390","Elmore",506.1
"G1600410","1930","Idaho","160","Franklin","0410","Franklin",179.7
"G1600430","1930","Idaho","160","Fremont","0430","Fremont",252.7
"G1600450","1930","Idaho","160","Gem","0450","Gem",208.0
"G1600470","1930","Idaho","160","Gooding","0470","Gooding",120.9
"G1600490","1930","Idaho","160","Idaho","0490","Idaho",485.9
"G1600510","1930","Idaho","160","Jefferson","0510","Jefferson",137.5
"G1600530","1930","Idaho","160","Jerome","0530","Jerome",112.4
"G1600550","1930","Idaho","160","Kootenai","0550","Kootenai",169.2
"G1600570","1930","Idaho","160","Latah","0570","Latah",206.4
"G1600590","1930","Idaho","160","Lemhi","0590","Lemhi",302.7
"G1600610","1930","Idaho","160","Lewis","0610","Lewis",351.5
"G1600630","1930","Idaho","160","Lincoln","0630","Lincoln",196.8
"G1600650","1930","Idaho","160","Madison","0650","Madison",197.7
"G1600670","1930","Idaho","160","Minidoka","0670","Minidoka",68.2
"G1600690","1930","Idaho","160","Nez Perce","0690","Nez Perce",319.3
"G1600710","1930","Idaho","160","Oneida","0710","Oneida",441.2
"G1600730","1930","Idaho","160","Owyhee","0730","Owyhee",423.3
"G1600750","1930","Idaho","160","Payette","0750","Payette",89.5
"G1600770","1930","Idaho","160","Power","0770","Power",627.9
"G1600790","1930","Idaho","160","Shoshone","0790","Shoshone",129.4
"G1600810","1930","Idaho","160","Teton","0810","Teton",317.1
"G1600830","1930","Idaho","160","Twin Falls","0830","Twin Falls",109.5
"G1600850","1930","Idaho","160","Valley","0850","Valley",338.9
"G1600870","1930","Idaho","160","Washington","0870","Washington",387.9
"G1600875","1930","Idaho","160","Yellowstone National Park","0875","Yellowstone National Park",
"G1700010","1930","Illinois","170","Adams","0010","Adams",137.9
"G1700030","1930","Illinois","170","Alexander","0030","Alexander",119.7
"G1700050","1930","Illinois","170","Bond","0050","Bond",131.1
"G1700070","1930","Illinois","170","Boone","0070","Boone",147.1
"G1700090","1930","Illinois","170","Brown","0090","Brown",145.4
"G1700110","1930","Illinois","170","Bureau","0110","Bureau",167.1
"G1700130","1930","Illinois","170","Calhoun","0130","Calhoun",138.1
"G1700150","1930","Illinois","170","Carroll","0150","Carroll",157.9
"G1700170","1930","Illinois","170","Cass","0170","Cass",190.6
"G1700190","1930","Illinois","170","Champaign","0190","Champaign",183.5
"G1700210","1930","Illinois","170","Christian","0210","Christian",162.5
"G1700230","1930","Illinois","170","Clark","0230","Clark",104.6
"G1700250","1930","Illinois","170","Clay","0250","Clay",119.4
"G1700270","1930","Illinois","170","Clinton","0270","Clinton",147.7
"G1700290","1930","Illinois","170","Coles","0290","Coles",133.1
"G1700310","1930","Illinois","170","Cook","0310","Cook",64.1
"G1700330","1930","Illinois","170","Crawford","0330","Crawford",118.0
"G1700350","1930","Illinois","170","Cumberland","0350","Cumberland",109.0
"G1700370","1930","Illinois","170","DeKalb","0370","De Kalb",164.2
"G1700390","1930","Illinois","170","De Witt","0390","De Witt",168.2
"G1700410","1930","Illinois","170","Douglas","0410","Douglas",169.6
"G1700430","1930","Illinois","170","Du Page","0430","Du Page",108.3
"G1700450","1930","Illinois","170","Edgar","0450","Edgar",156.8
"G1700470","1930","Illinois","170","Edwards","0470","Edwards",125.6
"G1700490","1930","Illinois","170","Effingham","0490","Effingham",129.4
"G1700510","1930","Illinois","170","Fayette","0510","Fayette",121.0
"G1700530","1930","Illinois","170","Ford","0530","Ford",192.8
"G1700550","1930","Illinois","170","Franklin","0550","Franklin",85.4
"G1700570","1930","Illinois","170","Fulton","0570","Fulton",150.6
"G1700590","1930","Illinois","170","Gallatin","0590","Gallatin",135.9
"G1700610","1930","Illinois","170","Greene","0610","Greene",167.1
"G1700630","1930","Illinois","170","Grundy","0630","Grundy",181.7
"G1700650","1930","Illinois","170","Hamilton","0650","Hamilton",101.1
"G1700670","1930","Illinois","170","Hancock","0670","Hancock",138.7
"G1700690","1930","Illinois","170","Hardin","0690","Hardin",133.4
"G1700710","1930","Illinois","170","Henderson","0710","Henderson",196.8
"G1700730","1930","Illinois","170","Henry","0730","Henry",156.6
"G1700750","1930","Illinois","170","Iroquois","0750","Iroquois",177.6
"G1700770","1930","Illinois","170","Jackson","0770","Jackson",127.2
"G1700790","1930","Illinois","170","Jasper","0790","Jasper",118.1
"G1700810","1930","Illinois","170","Jefferson","0810","Jefferson",88.8
"G1700830","1930","Illinois","170","Jersey","0830","Jersey",151.3
"G1700850","1930","Illinois","170","Jo Daviess","0850","Jo Daviess",172.3
"G1700870","1930","Illinois","170","Johnson","0870","Johnson",116.8
"G1700890","1930","Illinois","170","Kane","0890","Kane",144.5
"G1700910","1930","Illinois","170","Kankakee","0910","Kankakee",173.4
"G1700930","1930","Illinois","170","Kendall","0930","Kendall",170.7
"G1700950","1930","Illinois","170","Knox","0950","Knox",163.5
"G1700970","1930","Illinois","170","Lake","0970","Lake",108.7
"G1700990","1930","Illinois","170","La Salle","0990","La Salle",165.1
"G1701010","1930","Illinois","170","Lawrence","1010","Lawrence",141.3
"G1701030","1930","Illinois","170","Lee","1030","Lee",177.3
"G1701050","1930","Illinois","170","Livingston","1050","Livingston",180.5
"G1701070","1930","Illinois","170","Logan","1070","Logan",182.4
"G1701090","1930","Illinois","170","McDonough","1090","Mcdonough",142.8
"G1701110","1930","Illinois","170","McHenry","1110","Mchenry",131.6
"G1701130","1930","Illinois","170","McLean","1130","Mclean",177.0
"G1701150","1930","Illinois","170","Macon","1150","Macon",140.4
"G1701170","1930","Illinois","170","Macoupin","1170","Macoupin",141.3
"G1701190","1930","Illinois","170","Madison","1190","Madison",113.0
"G1701210","1930","Illinois","170","Marion","1210","Marion",102.5
"G1701230","1930","Illinois","170","Marshall","1230","Marshall",190.7
"G1701250","1930","Illinois","170","Mason","1250","Mason",213.2
"G1701270","1930","Illinois","170","Massac","1270","Massac",110.7
"G1701290","1930","Illinois","170","Menard","1290","Menard",182.6
"G1701310","1930","Illinois","170","Mercer","1310","Mercer",173.2
"G1701330","1930","Illinois","170","Monroe","1330","Monroe",152.0
"G1701350","1930","Illinois","170","Montgomery","1350","Montgomery",135.3
"G1701370","1930","Illinois","170","Morgan","1370","Morgan",153.5
"G1701390","1930","Illinois","170","Moultrie","1390","Moultrie",142.6
"G1701410","1930","Illinois","170","Ogle","1410","Ogle",167.0
"G1701430","1930","Illinois","170","Peoria","1430","Peoria",140.3
"G1701450","1930","Illinois","170","Perry","1450","Perry",115.5
"G1701470","1930","Illinois","170","Piatt","1470","Piatt",204.9
"G1701490","1930","Illinois","170","Pike","1490","Pike",158.7
"G1701510","1930","Illinois","170","Pope","1510","Pope",133.9
"G1701530","1930","Illinois","170","Pulaski","1530","Pulaski",89.8
"G1701550","1930","Illinois","170","Putnam","1550","Putnam",185.6
"G1701570","1930","Illinois","170","Randolph","1570","Randolph",137.6
"G1701590","1930","Illinois","170","Richland","1590","Richland",117.8
"G1701610","1930","Illinois","170","Rock Island","1610","Rock Island",131.2
"G1701630","1930","Illinois","170","St Clair","1630","St Clair",114.1
"G1701650","1930","Illinois","170","Saline","1650","Saline",86.4
"G1701670","1930","Illinois","170","Sangamon","1670","Sangamon",153.6
"G1701690","1930","Illinois","170","Schuyler","1690","Schuyler",151.9
"G1701710","1930","Illinois","170","Scott","1710","Scott",152.6
"G1701730","1930","Illinois","170","Shelby","1730","Shelby",125.2
"G1701750","1930","Illinois","170","Stark","1750","Stark",178.5
"G1701770","1930","Illinois","170","Stephenson","1770","Stephenson",127.5
"G1701790","1930","Illinois","170","Tazewell","1790","Tazewell",169.3
"G1701810","1930","Illinois","170","Union","1810","Union",114.5
"G1701830","1930","Illinois","170","Vermilion","1830","Vermilion",145.8
"G1701850","1930","Illinois","170","Wabash","1850","Wabash",126.3
"G1701870","1930","Illinois","170","Warren","1870","Warren",175.1
"G1701890","1930","Illinois","170","Washington","1890","Washington",143.7
"G1701910","1930","Illinois","170","Wayne","1910","Wayne",123.6
"G1701930","1930","Illinois","170","White","1930","White",133.3
"G1701950","1930","Illinois","170","Whiteside","1950","Whiteside",152.1
"G1701970","1930","Illinois","170","Will","1970","Will",153.4
"G1701990","1930","Illinois","170","Williamson","1990","Williamson",81.9
"G1702010","1930","Illinois","170","Winnebago","2010","Winnebago",143.3
