GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BY0001
"G1301270","1940","Georgia","130","Glynn","1270","Glynn",313.2
"G1301290","1940","Georgia","130","Gordon","1290","Gordon",84.1
"G1301310","1940","Georgia","130","Grady","1310","Grady",115.0
"G1301330","1940","Georgia","130","Greene","1330","Greene",122.5
"G1301350","1940","Georgia","130","Gwinnett","1350","Gwinnett",66.9
"G1301370","1940","Georgia","130","Habersham","1370","Habersham",71.5
"G1301390","1940","Georgia","130","Hall","1390","Hall",78.1
"G1301410","1940","Georgia","130","Hancock","1410","Hancock",126.0
"G1301430","1940","Georgia","130","Haralson","1430","Haralson",90.3
"G1301450","1940","Georgia","130","Harris","1450","Harris",138.4
"G1301470","1940","Georgia","130","Hart","1470","Hart",64.7
"G1301490","1940","Georgia","130","Heard","1490","Heard",111.2
"G1301510","1940","Georgia","130","Henry","1510","Henry",95.1
"G1301530","1940","Georgia","130","Houston","1530","Houston",185.6
"G1301550","1940","Georgia","130","Irwin","1550","Irwin",122.5
"G1301570","1940","Georgia","130","Jackson","1570","Jackson",79.6
"G1301590","1940","Georgia","130","Jasper","1590","Jasper",184.1
"G1301610","1940","Georgia","130","Jeff Davis","1610","Jeff Davis",95.1
"G1301630","1940","Georgia","130","Jefferson","1630","Jefferson",129.0
"G1301650","1940","Georgia","130","Jenkins","1650","Jenkins",129.6
"G1301670","1940","Georgia","130","Johnson","1670","Johnson",98.8
"G1301690","1940","Georgia","130","Jones","1690","Jones",185.3
"G1301710","1940","Georgia","130","Lamar","1710","Lamar",125.7
"G1301730","1940","Georgia","130","Lanier","1730","Lanier",127.7
"G1301750","1940","Georgia","130","Laurens","1750","Laurens",101.6
"G1301770","1940","Georgia","130","Lee","1770","Lee",156.8
"G1301790","1940","Georgia","130","Liberty","1790","Liberty",169.1
"G1301810","1940","Georgia","130","Lincoln","1810","Lincoln",103.6
"G1301830","1940","Georgia","130","Long","1830","Long",142.5
"G1301850","1940","Georgia","130","Lowndes","1850","Lowndes",106.7
"G1301870","1940","Georgia","130","Lumpkin","1870","Lumpkin",89.6
"G1301890","1940","Georgia","130","McDuffie","1890","Mcduffie",117.4
"G1301910","1940","Georgia","130","McIntosh","1910","Mcintosh",312.8
"G1301930","1940","Georgia","130","Macon","1930","Macon",159.5
"G1301950","1940","Georgia","130","Madison","1950","Madison",81.3
"G1301970","1940","Georgia","130","Marion","1970","Marion",205.8
"G1301990","1940","Georgia","130","Meriwether","1990","Meriwether",132.5
"G1302010","1940","Georgia","130","Miller","2010","Miller",85.2
"G1302050","1940","Georgia","130","Mitchell","2050","Mitchell",98.6
"G1302070","1940","Georgia","130","Monroe","2070","Monroe",185.7
"G1302090","1940","Georgia","130","Montgomery","2090","Montgomery",89.5
"G1302110","1940","Georgia","130","Morgan","2110","Morgan",132.2
"G1302130","1940","Georgia","130","Murray","2130","Murray",100.9
"G1302150","1940","Georgia","130","Muscogee","2150","Muscogee",133.6
"G1302170","1940","Georgia","130","Newton","2170","Newton",115.4
"G1302190","1940","Georgia","130","Oconee","2190","Oconee",107.7
"G1302210","1940","Georgia","130","Oglethorpe","2210","Oglethorpe",129.7
"G1302230","1940","Georgia","130","Paulding","2230","Paulding",89.2
"G1302250","1940","Georgia","130","Peach","2250","Peach",188.9
"G1302270","1940","Georgia","130","Pickens","2270","Pickens",107.3
"G1302290","1940","Georgia","130","Pierce","2290","Pierce",113.2
"G1302310","1940","Georgia","130","Pike","2310","Pike",101.1
"G1302330","1940","Georgia","130","Polk","2330","Polk",90.8
"G1302350","1940","Georgia","130","Pulaski","2350","Pulaski",133.5
"G1302370","1940","Georgia","130","Putnam","2370","Putnam",183.7
"G1302390","1940","Georgia","130","Quitman","2390","Quitman",153.1
"G1302410","1940","Georgia","130","Rabun","2410","Rabun",54.9
"G1302430","1940","Georgia","130","Randolph","2430","Randolph",97.3
"G1302450","1940","Georgia","130","Richmond","2450","Richmond",119.7
"G1302470","1940","Georgia","130","Rockdale","2470","Rockdale",89.3
"G1302490","1940","Georgia","130","Schley","2490","Schley",139.6
"G1302510","1940","Georgia","130","Screven","2510","Screven",113.9
"G1302530","1940","Georgia","130","Seminole","2530","Seminole",152.7
"G1302550","1940","Georgia","130","Spalding","2550","Spalding",120.1
"G1302570","1940","Georgia","130","Stephens","2570","Stephens",82.1
"G1302590","1940","Georgia","130","Stewart","2590","Stewart",195.7
"G1302610","1940","Georgia","130","Sumter","2610","Sumter",177.3
"G1302630","1940","Georgia","130","Talbot","2630","Talbot",178.0
"G1302650","1940","Georgia","130","Taliaferro","2650","Taliaferro",111.7
"G1302670","1940","Georgia","130","Tattnall","2670","Tattnall",112.5
"G1302690","1940","Georgia","130","Taylor","2690","Taylor",167.5
"G1302710","1940","Georgia","130","Telfair","2710","Telfair",116.5
"G1302730","1940","Georgia","130","Terrell","2730","Terrell",88.4
"G1302750","1940","Georgia","130","Thomas","2750","Thomas",126.6
"G1302770","1940","Georgia","130","Tift","2770","Tift",114.3
"G1302790","1940","Georgia","130","Toombs","2790","Toombs",107.8
"G1302810","1940","Georgia","130","Towns","2810","Towns",50.8
"G1302830","1940","Georgia","130","Treutlen","2830","Treutlen",104.5
"G1302850","1940","Georgia","130","Troup","2850","Troup",133.6
"G1302870","1940","Georgia","130","Turner","2870","Turner",94.8
"G1302890","1940","Georgia","130","Twiggs","2890","Twiggs",127.6
"G1302910","1940","Georgia","130","Union","2910","Union",71.5
"G1302930","1940","Georgia","130","Upson","2930","Upson",133.7
"G1302950","1940","Georgia","130","Walker","2950","Walker",81.3
"G1302970","1940","Georgia","130","Walton","2970","Walton",83.8
"G1302990","1940","Georgia","130","Ware","2990","Ware",139.3
"G1303010","1940","Georgia","130","Warren","3010","Warren",110.5
"G1303030","1940","Georgia","130","Washington","3030","Washington",134.8
"G1303050","1940","Georgia","130","Wayne","3050","Wayne",147.7
"G1303070","1940","Georgia","130","Webster","3070","Webster",176.2
"G1303090","1940","Georgia","130","Wheeler","3090","Wheeler",118.8
"G1303110","1940","Georgia","130","White","3110","White",78.2
"G1303130","1940","Georgia","130","Whitfield","3130","Whitfield",89.1
"G1303150","1940","Georgia","130","Wilcox","3150","Wilcox",144.7
"G1303170","1940","Georgia","130","Wilkes","3170","Wilkes",125.0
"G1303190","1940","Georgia","130","Wilkinson","3190","Wilkinson",178.6
"G1303210","1940","Georgia","130","Worth","3210","Worth",91.7
"G1550015","1940","Hawaii Territory","155","Hawaii","0015","Hawaii",590.5
"G1550035","1940","Hawaii Territory","155","Honolulu","0035","Honolulu",146.9
"G1550075","1940","Hawaii Territory","155","Kauai","0075","Kauai",680.0
"G1550095","1940","Hawaii Territory","155","Maui","0095","Maui",686.5
"G1600010","1940","Idaho","160","Ada","0010","Ada",96.3
"G1600030","1940","Idaho","160","Adams","0030","Adams",531.9
"G1600050","1940","Idaho","160","Bannock","0050","Bannock",274.0
"G1600070","1940","Idaho","160","Bear Lake","0070","Bear Lake",365.6
"G1600090","1940","Idaho","160","Benewah","0090","Benewah",229.7
"G1600110","1940","Idaho","160","Bingham","0110","Bingham",192.3
"G1600130","1940","Idaho","160","Blaine","0130","Blaine",431.9
"G1600150","1940","Idaho","160","Boise","0150","Boise",365.4
"G1600170","1940","Idaho","160","Bonner","0170","Bonner",158.0
"G1600190","1940","Idaho","160","Bonneville","0190","Bonneville",255.6
"G1600210","1940","Idaho","160","Boundary","0210","Boundary",146.6
"G1600230","1940","Idaho","160","Butte","0230","Butte",246.7
"G1600250","1940","Idaho","160","Camas","0250","Camas",853.8
"G1600270","1940","Idaho","160","Canyon","0270","Canyon",67.4
"G1600290","1940","Idaho","160","Caribou","0290","Caribou",658.6
"G1600310","1940","Idaho","160","Cassia","0310","Cassia",221.6
"G1600330","1940","Idaho","160","Clark","0330","Clark",1340.8
"G1600350","1940","Idaho","160","Clearwater","0350","Clearwater",197.9
"G1600370","1940","Idaho","160","Custer","0370","Custer",298.0
"G1600390","1940","Idaho","160","Elmore","0390","Elmore",311.7
"G1600410","1940","Idaho","160","Franklin","0410","Franklin",200.3
"G1600430","1940","Idaho","160","Fremont","0430","Fremont",286.7
"G1600450","1940","Idaho","160","Gem","0450","Gem",147.0
"G1600470","1940","Idaho","160","Gooding","0470","Gooding",127.7
"G1600490","1940","Idaho","160","Idaho","0490","Idaho",524.2
"G1600510","1940","Idaho","160","Jefferson","0510","Jefferson",161.2
"G1600530","1940","Idaho","160","Jerome","0530","Jerome",119.8
"G1600550","1940","Idaho","160","Kootenai","0550","Kootenai",151.0
"G1600570","1940","Idaho","160","Latah","0570","Latah",205.3
"G1600590","1940","Idaho","160","Lemhi","0590","Lemhi",309.2
"G1600610","1940","Idaho","160","Lewis","0610","Lewis",438.1
"G1600630","1940","Idaho","160","Lincoln","0630","Lincoln",198.3
"G1600650","1940","Idaho","160","Madison","0650","Madison",250.8
"G1600670","1940","Idaho","160","Minidoka","0670","Minidoka",82.1
"G1600690","1940","Idaho","160","Nez Perce","0690","Nez Perce",319.1
"G1600710","1940","Idaho","160","Oneida","0710","Oneida",468.2
"G1600730","1940","Idaho","160","Owyhee","0730","Owyhee",550.4
"G1600750","1940","Idaho","160","Payette","0750","Payette",118.0
"G1600770","1940","Idaho","160","Power","0770","Power",775.6
"G1600790","1940","Idaho","160","Shoshone","0790","Shoshone",127.6
"G1600810","1940","Idaho","160","Teton","0810","Teton",311.4
"G1600830","1940","Idaho","160","Twin Falls","0830","Twin Falls",136.2
"G1600850","1940","Idaho","160","Valley","0850","Valley",342.0
"G1600870","1940","Idaho","160","Washington","0870","Washington",443.7
"G1600875","1940","Idaho","160","Yellowstone National Park","0875","Yellowstone National Park",
"G1700010","1940","Illinois","170","Adams","0010","Adams",151.3
"G1700030","1940","Illinois","170","Alexander","0030","Alexander",119.2
"G1700050","1940","Illinois","170","Bond","0050","Bond",134.6
"G1700070","1940","Illinois","170","Boone","0070","Boone",146.1
"G1700090","1940","Illinois","170","Brown","0090","Brown",164.3
"G1700110","1940","Illinois","170","Bureau","0110","Bureau",168.5
"G1700130","1940","Illinois","170","Calhoun","0130","Calhoun",144.5
"G1700150","1940","Illinois","170","Carroll","0150","Carroll",163.6
"G1700170","1940","Illinois","170","Cass","0170","Cass",201.9
"G1700190","1940","Illinois","170","Champaign","0190","Champaign",191.2
"G1700210","1940","Illinois","170","Christian","0210","Christian",161.2
"G1700230","1940","Illinois","170","Clark","0230","Clark",124.2
"G1700250","1940","Illinois","170","Clay","0250","Clay",119.3
"G1700270","1940","Illinois","170","Clinton","0270","Clinton",156.6
"G1700290","1940","Illinois","170","Coles","0290","Coles",141.1
"G1700310","1940","Illinois","170","Cook","0310","Cook",57.4
"G1700330","1940","Illinois","170","Crawford","0330","Crawford",113.6
"G1700350","1940","Illinois","170","Cumberland","0350","Cumberland",113.3
"G1700370","1940","Illinois","170","DeKalb","0370","De Kalb",171.6
"G1700390","1940","Illinois","170","De Witt","0390","De Witt",166.9
"G1700410","1940","Illinois","170","Douglas","0410","Douglas",183.7
"G1700430","1940","Illinois","170","Du Page","0430","Du Page",101.5
"G1700450","1940","Illinois","170","Edgar","0450","Edgar",172.5
"G1700470","1940","Illinois","170","Edwards","0470","Edwards",127.4
"G1700490","1940","Illinois","170","Effingham","0490","Effingham",130.5
"G1700510","1940","Illinois","170","Fayette","0510","Fayette",128.5
"G1700530","1940","Illinois","170","Ford","0530","Ford",201.8
"G1700550","1940","Illinois","170","Franklin","0550","Franklin",71.1
"G1700570","1940","Illinois","170","Fulton","0570","Fulton",156.9
"G1700590","1940","Illinois","170","Gallatin","0590","Gallatin",151.6
"G1700610","1940","Illinois","170","Greene","0610","Greene",180.1
"G1700630","1940","Illinois","170","Grundy","0630","Grundy",183.0
"G1700650","1940","Illinois","170","Hamilton","0650","Hamilton",98.5
"G1700670","1940","Illinois","170","Hancock","0670","Hancock",144.0
"G1700690","1940","Illinois","170","Hardin","0690","Hardin",105.3
"G1700710","1940","Illinois","170","Henderson","0710","Henderson",198.6
"G1700730","1940","Illinois","170","Henry","0730","Henry",163.2
"G1700750","1940","Illinois","170","Iroquois","0750","Iroquois",188.3
"G1700770","1940","Illinois","170","Jackson","0770","Jackson",118.0
"G1700790","1940","Illinois","170","Jasper","0790","Jasper",120.0
"G1700810","1940","Illinois","170","Jefferson","0810","Jefferson",89.5
"G1700830","1940","Illinois","170","Jersey","0830","Jersey",162.6
"G1700850","1940","Illinois","170","Jo Daviess","0850","Jo Daviess",170.0
"G1700870","1940","Illinois","170","Johnson","0870","Johnson",114.6
"G1700890","1940","Illinois","170","Kane","0890","Kane",140.6
"G1700910","1940","Illinois","170","Kankakee","0910","Kankakee",166.3
"G1700930","1940","Illinois","170","Kendall","0930","Kendall",171.4
"G1700950","1940","Illinois","170","Knox","0950","Knox",162.2
"G1700970","1940","Illinois","170","Lake","0970","Lake",103.8
"G1700990","1940","Illinois","170","La Salle","0990","La Salle",172.0
"G1701010","1940","Illinois","170","Lawrence","1010","Lawrence",121.7
"G1701030","1940","Illinois","170","Lee","1030","Lee",179.2
"G1701050","1940","Illinois","170","Livingston","1050","Livingston",188.1
"G1701070","1940","Illinois","170","Logan","1070","Logan",190.8
"G1701090","1940","Illinois","170","McDonough","1090","Mcdonough",148.9
"G1701110","1940","Illinois","170","McHenry","1110","Mchenry",137.6
"G1701130","1940","Illinois","170","McLean","1130","Mclean",182.8
"G1701150","1940","Illinois","170","Macon","1150","Macon",143.6
"G1701170","1940","Illinois","170","Macoupin","1170","Macoupin",148.0
"G1701190","1940","Illinois","170","Madison","1190","Madison",108.3
"G1701210","1940","Illinois","170","Marion","1210","Marion",105.4
"G1701230","1940","Illinois","170","Marshall","1230","Marshall",195.6
"G1701250","1940","Illinois","170","Mason","1250","Mason",229.9
"G1701270","1940","Illinois","170","Massac","1270","Massac",115.8
"G1701290","1940","Illinois","170","Menard","1290","Menard",190.6
"G1701310","1940","Illinois","170","Mercer","1310","Mercer",173.2
"G1701330","1940","Illinois","170","Monroe","1330","Monroe",153.7
"G1701350","1940","Illinois","170","Montgomery","1350","Montgomery",141.7
"G1701370","1940","Illinois","170","Morgan","1370","Morgan",164.6
"G1701390","1940","Illinois","170","Moultrie","1390","Moultrie",157.4
"G1701410","1940","Illinois","170","Ogle","1410","Ogle",165.3
"G1701430","1940","Illinois","170","Peoria","1430","Peoria",134.8
"G1701450","1940","Illinois","170","Perry","1450","Perry",133.5
"G1701470","1940","Illinois","170","Piatt","1470","Piatt",209.6
"G1701490","1940","Illinois","170","Pike","1490","Pike",166.6
"G1701510","1940","Illinois","170","Pope","1510","Pope",117.8
"G1701530","1940","Illinois","170","Pulaski","1530","Pulaski",97.8
"G1701550","1940","Illinois","170","Putnam","1550","Putnam",181.4
"G1701570","1940","Illinois","170","Randolph","1570","Randolph",146.8
"G1701590","1940","Illinois","170","Richland","1590","Richland",116.6
"G1701610","1940","Illinois","170","Rock Island","1610","Rock Island",128.0
"G1701630","1940","Illinois","170","St Clair","1630","St Clair",111.0
"G1701650","1940","Illinois","170","Saline","1650","Saline",85.7
"G1701670","1940","Illinois","170","Sangamon","1670","Sangamon",157.5
"G1701690","1940","Illinois","170","Schuyler","1690","Schuyler",167.6
"G1701710","1940","Illinois","170","Scott","1710","Scott",180.0
"G1701730","1940","Illinois","170","Shelby","1730","Shelby",130.7
"G1701750","1940","Illinois","170","Stark","1750","Stark",181.5
"G1701770","1940","Illinois","170","Stephenson","1770","Stephenson",131.1
"G1701790","1940","Illinois","170","Tazewell","1790","Tazewell",162.9
"G1701810","1940","Illinois","170","Union","1810","Union",110.5
"G1701830","1940","Illinois","170","Vermilion","1830","Vermilion",154.4
"G1701850","1940","Illinois","170","Wabash","1850","Wabash",136.5
"G1701870","1940","Illinois","170","Warren","1870","Warren",175.5
"G1701890","1940","Illinois","170","Washington","1890","Washington",154.4
"G1701910","1940","Illinois","170","Wayne","1910","Wayne",113.6
"G1701930","1940","Illinois","170","White","1930","White",152.0
"G1701950","1940","Illinois","170","Whiteside","1950","Whiteside",154.8
"G1701970","1940","Illinois","170","Will","1970","Will",150.5
"G1701990","1940","Illinois","170","Williamson","1990","Williamson",72.6
"G1702010","1940","Illinois","170","Winnebago","2010","Winnebago",134.8
